,Event,Time,Temperature,Time_subseconds,Date,Time_round,Time_in_seconds
303,TEMPERATURE_OFF,20:35:31.307,1009,74131.307755,2024-06-08,20:35:31,74131
304,PUFF_ON,20:38:22.407,0,74302.4077,2024-06-08,20:38:22,74302
305,PUFF_OFF,20:38:22.409,0,74302.409134,2024-06-08,20:38:22,74302
306,TEMPERATURE_ON,20:38:22.407,1002,74302.4077,2024-06-08,20:38:22,74302
307,TEMPERATURE_OFF,20:38:22.409,1008,74302.409134,2024-06-08,20:38:22,74302
308,PUFF_ON,20:42:20.672,0,74540.672424,2024-06-08,20:42:21,74541
309,PUFF_OFF,20:42:22.169,0,74542.169418,2024-06-08,20:42:22,74542
310,TEMPERATURE_ON,20:42:20.672,1002,74540.672424,2024-06-08,20:42:21,74541
311,TEMPERATURE_OFF,20:42:22.169,1009,74542.169418,2024-06-08,20:42:22,74542
312,PUFF_ON,20:42:38.295,0,74558.295593,2024-06-08,20:42:38,74558
313,PUFF_OFF,20:42:39.637,0,74559.637054,2024-06-08,20:42:40,74560
314,TEMPERATURE_ON,20:42:38.295,1002,74558.295593,2024-06-08,20:42:38,74558
315,TEMPERATURE_OFF,20:42:39.637,1009,74559.637054,2024-06-08,20:42:40,74560
316,TOUCH_ON,20:42:38.626,0,74558.62677,2024-06-08,20:42:39,74559
317,TOUCH_OFF,20:42:42.051,0,74562.051651,2024-06-08,20:42:42,74562
318,TEMPERATURE_ON,20:42:38.626,1002,74558.62677,2024-06-08,20:42:39,74559
319,TEMPERATURE_OFF,20:42:42.051,1009,74562.051651,2024-06-08,20:42:42,74562
320,PUFF_ON,20:42:50.183,0,74570.183624,2024-06-08,20:42:50,74570
321,PUFF_OFF,20:42:51.525,0,74571.525101,2024-06-08,20:42:52,74572
322,TEMPERATURE_ON,20:42:50.183,1002,74570.183624,2024-06-08,20:42:50,74570
323,TEMPERATURE_OFF,20:42:51.525,1009,74571.525101,2024-06-08,20:42:52,74572
324,TOUCH_ON,20:42:55.141,0,74575.141678,2024-06-08,20:42:55,74575
325,TOUCH_OFF,20:42:59.794,0,74579.794067,2024-06-08,20:43:00,74580
326,TEMPERATURE_ON,20:42:55.141,1002,74575.141678,2024-06-08,20:42:55,74575
327,TEMPERATURE_OFF,20:42:59.794,1009,74579.794067,2024-06-08,20:43:00,74580
328,PUFF_ON,20:46:54.164,0,74814.164703,2024-06-08,20:46:54,74814
329,PUFF_OFF,20:46:54.173,0,74814.173828,2024-06-08,20:46:54,74814
330,TEMPERATURE_ON,20:46:54.164,1002,74814.164703,2024-06-08,20:46:54,74814
331,TEMPERATURE_OFF,20:46:54.173,1009,74814.173828,2024-06-08,20:46:54,74814
332,TOUCH_ON,20:51:25.792,0,75085.792007,2024-06-08,20:51:26,75086
333,TOUCH_OFF,20:51:26.638,0,75086.638687,2024-06-08,20:51:27,75087
334,TEMPERATURE_ON,20:51:25.792,1002,75085.792007,2024-06-08,20:51:26,75086
335,TEMPERATURE_OFF,20:51:26.638,1009,75086.638687,2024-06-08,20:51:27,75087
336,PUFF_ON,20:51:31.645,0,75091.645203,2024-06-08,20:51:32,75092
337,PUFF_OFF,20:51:33.379,0,75093.379715,2024-06-08,20:51:33,75093
338,TEMPERATURE_ON,20:51:31.645,1002,75091.645203,2024-06-08,20:51:32,75092
339,TEMPERATURE_OFF,20:51:33.379,1009,75093.379715,2024-06-08,20:51:33,75093
340,TOUCH_ON,20:51:31.307,0,75091.307739,2024-06-08,20:51:31,75091
341,TOUCH_OFF,20:51:35.430,0,75095.430267,2024-06-08,20:51:35,75095
342,TEMPERATURE_ON,20:51:31.307,1002,75091.307739,2024-06-08,20:51:31,75091
343,TEMPERATURE_OFF,20:51:35.430,1009,75095.430267,2024-06-08,20:51:35,75095
344,PUFF_ON,22:36:42.038,0,81402.038803,2024-06-08,22:36:42,81402
345,PUFF_OFF,22:36:42.038,0,81402.038803,2024-06-08,22:36:42,81402
346,TEMPERATURE_ON,22:36:42.038,1001,81402.038803,2024-06-08,22:36:42,81402
347,TEMPERATURE_OFF,22:36:42.038,1009,81402.038803,2024-06-08,22:36:42,81402
348,PUFF_ON,22:37:54.166,0,81474.166153,2024-06-08,22:37:54,81474
349,PUFF_OFF,22:37:54.166,0,81474.16658,2024-06-08,22:37:54,81474
350,TEMPERATURE_ON,22:37:54.166,1002,81474.166153,2024-06-08,22:37:54,81474
351,TEMPERATURE_OFF,22:37:54.166,1008,81474.16658,2024-06-08,22:37:54,81474
352,PUFF_ON,23:39:29.509,0,85169.509033,2024-06-08,23:39:30,85170
353,PUFF_OFF,23:39:29.509,0,85169.509033,2024-06-08,23:39:30,85170
354,TEMPERATURE_ON,23:39:29.509,1001,85169.509033,2024-06-08,23:39:30,85170
355,TEMPERATURE_OFF,23:39:29.509,1008,85169.509033,2024-06-08,23:39:30,85170
356,PUFF_ON,23:39:33.180,0,85173.180664,2024-06-08,23:39:33,85173
357,PUFF_OFF,23:39:33.181,0,85173.181961,2024-06-08,23:39:33,85173
358,TEMPERATURE_ON,23:39:33.180,1001,85173.180664,2024-06-08,23:39:33,85173
359,TEMPERATURE_OFF,23:39:33.181,1008,85173.181961,2024-06-08,23:39:33,85173
360,TOUCH_ON,00:28:01.305,0,1681.305298,2024-06-09,00:28:01,1681
361,TOUCH_OFF,00:28:02.254,0,1682.254333,2024-06-09,00:28:02,1682
362,TEMPERATURE_ON,00:28:01.305,1001,1681.305298,2024-06-09,00:28:01,1681
363,TEMPERATURE_OFF,00:28:02.254,1008,1682.254333,2024-06-09,00:28:02,1682
364,PUFF_ON,01:07:35.906,0,4055.906067,2024-06-09,01:07:36,4056
365,PUFF_OFF,01:07:37.052,0,4057.052094,2024-06-09,01:07:37,4057
366,TEMPERATURE_ON,01:07:35.906,1003,4055.906067,2024-06-09,01:07:36,4056
367,TEMPERATURE_OFF,01:07:37.052,1009,4057.052094,2024-06-09,01:07:37,4057
368,PUFF_ON,01:07:39.763,0,4059.763474,2024-06-09,01:07:40,4060
369,PUFF_OFF,01:07:40.273,0,4060.273453,2024-06-09,01:07:40,4060
370,TEMPERATURE_ON,01:07:39.763,1006,4059.763474,2024-06-09,01:07:40,4060
371,TEMPERATURE_OFF,01:07:40.273,1010,4060.273453,2024-06-09,01:07:40,4060
372,PUFF_ON,01:07:41.803,0,4061.803421,2024-06-09,01:07:42,4062
373,PUFF_OFF,01:07:43.170,0,4063.170349,2024-06-09,01:07:43,4063
374,TEMPERATURE_ON,01:07:41.803,1007,4061.803421,2024-06-09,01:07:42,4062
375,TEMPERATURE_OFF,01:07:43.170,1009,4063.170349,2024-06-09,01:07:43,4063
376,PUFF_ON,15:29:30.548,0,55770.548996,2024-06-09,15:29:31,55771
377,PUFF_OFF,15:29:30.548,0,55770.548996,2024-06-09,15:29:31,55771
378,TEMPERATURE_ON,15:29:30.548,1003,55770.548996,2024-06-09,15:29:31,55771
379,TEMPERATURE_OFF,15:29:30.548,1009,55770.548996,2024-06-09,15:29:31,55771
380,PUFF_ON,15:29:34.293,0,55774.293137,2024-06-09,15:29:34,55774
381,PUFF_OFF,15:29:35.154,0,55775.15419,2024-06-09,15:29:35,55775
382,TEMPERATURE_ON,15:29:34.293,1001,55774.293137,2024-06-09,15:29:34,55774
383,TEMPERATURE_OFF,15:29:35.154,1010,55775.15419,2024-06-09,15:29:35,55775
384,PUFF_ON,15:29:50.264,0,55790.264999,2024-06-09,15:29:50,55790
385,PUFF_OFF,15:29:50.625,0,55790.625702,2024-06-09,15:29:51,55791
386,TEMPERATURE_ON,15:29:50.264,1002,55790.264999,2024-06-09,15:29:50,55790
387,TEMPERATURE_OFF,15:29:50.625,1009,55790.625702,2024-06-09,15:29:51,55791
388,PUFF_ON,16:55:38.530,0,60938.530106,2024-06-09,16:55:39,60939
389,PUFF_OFF,16:55:38.531,0,60938.531479,2024-06-09,16:55:39,60939
390,TEMPERATURE_ON,16:55:38.530,999,60938.530106,2024-06-09,16:55:39,60939
391,TEMPERATURE_OFF,16:55:38.531,1008,60938.531479,2024-06-09,16:55:39,60939
392,PUFF_ON,17:58:54.381,0,64734.381851,2024-06-09,17:58:54,64734
393,PUFF_OFF,17:58:55.392,0,64735.392181,2024-06-09,17:58:55,64735
394,TEMPERATURE_ON,17:58:54.381,1002,64734.381851,2024-06-09,17:58:54,64734
395,TEMPERATURE_OFF,17:58:55.392,1008,64735.392181,2024-06-09,17:58:55,64735
396,TOUCH_ON,17:58:55.932,0,64735.932343,2024-06-09,17:58:56,64736
397,TOUCH_OFF,17:58:56.429,0,64736.42981,2024-06-09,17:58:56,64736
398,TEMPERATURE_ON,17:58:55.932,1002,64735.932343,2024-06-09,17:58:56,64736
399,TEMPERATURE_OFF,17:58:56.429,1008,64736.42981,2024-06-09,17:58:56,64736
400,PUFF_ON,17:58:57.014,0,64737.014786,2024-06-09,17:58:57,64737
401,PUFF_OFF,17:58:57.161,0,64737.161026,2024-06-09,17:58:57,64737
402,TEMPERATURE_ON,17:58:57.014,1007,64737.014786,2024-06-09,17:58:57,64737
403,TEMPERATURE_OFF,17:58:57.161,1009,64737.161026,2024-06-09,17:58:57,64737
404,PUFF_ON,17:58:58.263,0,64738.263916,2024-06-09,17:58:58,64738
405,PUFF_OFF,17:58:58.426,0,64738.42691,2024-06-09,17:58:58,64738
406,TEMPERATURE_ON,17:58:58.263,1009,64738.263916,2024-06-09,17:58:58,64738
407,TEMPERATURE_OFF,17:58:58.426,1009,64738.42691,2024-06-09,17:58:58,64738
408,PUFF_ON,17:58:59.554,0,64739.554199,2024-06-09,17:59:00,64740
409,PUFF_OFF,17:58:59.880,0,64739.88092,2024-06-09,17:59:00,64740
410,TEMPERATURE_ON,17:58:59.554,1009,64739.554199,2024-06-09,17:59:00,64740
411,TEMPERATURE_OFF,17:58:59.880,1008,64739.88092,2024-06-09,17:59:00,64740
412,PUFF_ON,17:59:01.015,0,64741.015198,2024-06-09,17:59:01,64741
413,PUFF_OFF,17:59:01.399,0,64741.399658,2024-06-09,17:59:01,64741
414,TEMPERATURE_ON,17:59:01.015,1009,64741.015198,2024-06-09,17:59:01,64741
415,TEMPERATURE_OFF,17:59:01.399,1008,64741.399658,2024-06-09,17:59:01,64741
416,PUFF_ON,17:59:02.391,0,64742.391006,2024-06-09,17:59:02,64742
417,PUFF_OFF,17:59:02.792,0,64742.792282,2024-06-09,17:59:03,64743
418,TEMPERATURE_ON,17:59:02.391,1009,64742.391006,2024-06-09,17:59:02,64742
419,TEMPERATURE_OFF,17:59:02.792,1009,64742.792282,2024-06-09,17:59:03,64743
420,PUFF_ON,17:59:03.766,0,64743.766632,2024-06-09,17:59:04,64744
421,PUFF_OFF,17:59:04.151,0,64744.151108,2024-06-09,17:59:04,64744
422,TEMPERATURE_ON,17:59:03.766,1010,64743.766632,2024-06-09,17:59:04,64744
423,TEMPERATURE_OFF,17:59:04.151,1008,64744.151108,2024-06-09,17:59:04,64744
424,PUFF_ON,17:59:05.126,0,64745.126068,2024-06-09,17:59:05,64745
425,PUFF_OFF,17:59:05.510,0,64745.510529,2024-06-09,17:59:06,64746
426,TEMPERATURE_ON,17:59:05.126,1009,64745.126068,2024-06-09,17:59:05,64745
427,TEMPERATURE_OFF,17:59:05.510,1009,64745.510529,2024-06-09,17:59:06,64746
428,PUFF_ON,17:59:06.406,0,64746.406876,2024-06-09,17:59:06,64746
429,PUFF_OFF,17:59:06.887,0,64746.887375,2024-06-09,17:59:07,64747
430,TEMPERATURE_ON,17:59:06.406,1009,64746.406876,2024-06-09,17:59:06,64746
431,TEMPERATURE_OFF,17:59:06.887,1009,64746.887375,2024-06-09,17:59:07,64747
432,PUFF_ON,17:59:09.898,0,64749.898148,2024-06-09,17:59:10,64750
433,PUFF_OFF,17:59:10.265,0,64750.265839,2024-06-09,17:59:10,64750
434,TEMPERATURE_ON,17:59:09.898,1005,64749.898148,2024-06-09,17:59:10,64750
435,TEMPERATURE_OFF,17:59:10.265,1009,64750.265839,2024-06-09,17:59:10,64750
436,PUFF_ON,17:59:11.162,0,64751.162445,2024-06-09,17:59:11,64751
437,PUFF_OFF,17:59:12.006,0,64752.006607,2024-06-09,17:59:12,64752
438,TEMPERATURE_ON,17:59:11.162,1009,64751.162445,2024-06-09,17:59:11,64751
439,TEMPERATURE_OFF,17:59:12.006,1009,64752.006607,2024-06-09,17:59:12,64752
440,PUFF_ON,17:59:13.753,0,64753.753159,2024-06-09,17:59:14,64754
441,PUFF_OFF,17:59:14.296,0,64754.296066,2024-06-09,17:59:14,64754
442,TEMPERATURE_ON,17:59:13.753,1007,64753.753159,2024-06-09,17:59:14,64754
443,TEMPERATURE_OFF,17:59:14.296,1009,64754.296066,2024-06-09,17:59:14,64754
444,PUFF_ON,17:59:16.769,0,64756.769226,2024-06-09,17:59:17,64757
445,PUFF_OFF,17:59:17.262,0,64757.262314,2024-06-09,17:59:17,64757
446,TEMPERATURE_ON,17:59:16.769,1006,64756.769226,2024-06-09,17:59:17,64757
447,TEMPERATURE_OFF,17:59:17.262,1009,64757.262314,2024-06-09,17:59:17,64757
448,PUFF_ON,19:35:29.782,0,70529.782608,2024-06-09,19:35:30,70530
449,PUFF_OFF,19:35:29.791,0,70529.791306,2024-06-09,19:35:30,70530
450,TEMPERATURE_ON,19:35:29.782,1001,70529.782608,2024-06-09,19:35:30,70530
451,TEMPERATURE_OFF,19:35:29.791,1009,70529.791306,2024-06-09,19:35:30,70530
452,PUFF_ON,21:41:14.782,0,78074.782486,2024-06-09,21:41:15,78075
453,PUFF_OFF,21:41:14.782,0,78074.782486,2024-06-09,21:41:15,78075
454,TEMPERATURE_ON,21:41:14.782,1002,78074.782486,2024-06-09,21:41:15,78075
455,TEMPERATURE_OFF,21:41:14.782,1009,78074.782486,2024-06-09,21:41:15,78075
456,PUFF_ON,05:43:11.665,0,20591.665512,2024-06-10,05:43:12,20592
457,PUFF_OFF,05:43:11.667,0,20591.667435,2024-06-10,05:43:12,20592
458,TEMPERATURE_ON,05:43:11.665,1002,20591.665512,2024-06-10,05:43:12,20592
459,TEMPERATURE_OFF,05:43:11.667,1008,20591.667435,2024-06-10,05:43:12,20592
460,PUFF_ON,05:44:00.379,0,20640.379578,2024-06-10,05:44:00,20640
461,PUFF_OFF,05:44:00.379,0,20640.379578,2024-06-10,05:44:00,20640
462,TEMPERATURE_ON,05:44:00.379,1003,20640.379578,2024-06-10,05:44:00,20640
463,TEMPERATURE_OFF,05:44:00.379,1008,20640.379578,2024-06-10,05:44:00,20640
464,PUFF_ON,14:46:55.922,0,53215.922287,2024-06-10,14:46:56,53216
465,PUFF_OFF,14:46:55.922,0,53215.922287,2024-06-10,14:46:56,53216
466,TEMPERATURE_ON,14:46:55.922,1003,53215.922287,2024-06-10,14:46:56,53216
467,TEMPERATURE_OFF,14:46:55.922,1008,53215.922287,2024-06-10,14:46:56,53216
468,PUFF_ON,15:30:27.784,0,55827.784943,2024-06-10,15:30:28,55828
469,PUFF_OFF,15:30:28.519,0,55828.519669,2024-06-10,15:30:29,55829
470,TEMPERATURE_ON,15:30:27.784,1002,55827.784943,2024-06-10,15:30:28,55828
471,TEMPERATURE_OFF,15:30:28.519,1009,55828.519669,2024-06-10,15:30:29,55829
472,PUFF_ON,15:30:29.876,0,55829.876099,2024-06-10,15:30:30,55830
473,PUFF_OFF,15:30:30.185,0,55830.185471,2024-06-10,15:30:30,55830
474,TEMPERATURE_ON,15:30:29.876,1009,55829.876099,2024-06-10,15:30:30,55830
475,TEMPERATURE_OFF,15:30:30.185,1009,55830.185471,2024-06-10,15:30:30,55830
476,PUFF_ON,15:30:31.175,0,55831.175781,2024-06-10,15:30:31,55831
477,PUFF_OFF,15:30:31.418,0,55831.418045,2024-06-10,15:30:31,55831
478,TEMPERATURE_ON,15:30:31.175,1010,55831.175781,2024-06-10,15:30:31,55831
479,TEMPERATURE_OFF,15:30:31.418,1009,55831.418045,2024-06-10,15:30:31,55831
480,PUFF_ON,15:30:32.395,0,55832.39505,2024-06-10,15:30:32,55832
481,PUFF_OFF,15:30:32.779,0,55832.779495,2024-06-10,15:30:33,55833
482,TEMPERATURE_ON,15:30:32.395,1010,55832.39505,2024-06-10,15:30:32,55832
483,TEMPERATURE_OFF,15:30:32.779,1009,55832.779495,2024-06-10,15:30:33,55833
484,PUFF_ON,15:30:33.789,0,55833.789276,2024-06-10,15:30:34,55834
485,PUFF_OFF,15:30:34.127,0,55834.127594,2024-06-10,15:30:34,55834
486,TEMPERATURE_ON,15:30:33.789,1009,55833.789276,2024-06-10,15:30:34,55834
487,TEMPERATURE_OFF,15:30:34.127,1009,55834.127594,2024-06-10,15:30:34,55834
488,PUFF_ON,15:30:35.134,0,55835.134933,2024-06-10,15:30:35,55835
489,PUFF_OFF,15:30:35.393,0,55835.393982,2024-06-10,15:30:35,55835
490,TEMPERATURE_ON,15:30:35.134,1010,55835.134933,2024-06-10,15:30:35,55835
491,TEMPERATURE_OFF,15:30:35.393,1009,55835.393982,2024-06-10,15:30:35,55835
492,PUFF_ON,15:30:36.417,0,55836.417877,2024-06-10,15:30:36,55836
493,PUFF_OFF,15:30:36.756,0,55836.756195,2024-06-10,15:30:37,55837
494,TEMPERATURE_ON,15:30:36.417,1009,55836.417877,2024-06-10,15:30:36,55836
495,TEMPERATURE_OFF,15:30:36.756,1008,55836.756195,2024-06-10,15:30:37,55837
496,PUFF_ON,15:30:37.668,0,55837.668762,2024-06-10,15:30:38,55838
497,PUFF_OFF,15:30:38.053,0,55838.053207,2024-06-10,15:30:38,55838
498,TEMPERATURE_ON,15:30:37.668,1009,55837.668762,2024-06-10,15:30:38,55838
499,TEMPERATURE_OFF,15:30:38.053,1009,55838.053207,2024-06-10,15:30:38,55838
500,PUFF_ON,15:30:39.157,0,55839.157028,2024-06-10,15:30:39,55839
501,PUFF_OFF,15:30:39.541,0,55839.541458,2024-06-10,15:30:40,55840
502,TEMPERATURE_ON,15:30:39.157,1009,55839.157028,2024-06-10,15:30:39,55839
503,TEMPERATURE_OFF,15:30:39.541,1009,55839.541458,2024-06-10,15:30:40,55840
504,PUFF_ON,15:30:40.661,0,55840.661057,2024-06-10,15:30:41,55841
505,PUFF_OFF,15:30:41.062,0,55841.062286,2024-06-10,15:30:41,55841
506,TEMPERATURE_ON,15:30:40.661,1009,55840.661057,2024-06-10,15:30:41,55841
507,TEMPERATURE_OFF,15:30:41.062,1009,55841.062286,2024-06-10,15:30:41,55841
508,PUFF_ON,15:30:42.259,0,55842.259552,2024-06-10,15:30:42,55842
509,PUFF_OFF,15:30:42.932,0,55842.932556,2024-06-10,15:30:43,55843
510,TEMPERATURE_ON,15:30:42.259,1009,55842.259552,2024-06-10,15:30:42,55842
511,TEMPERATURE_OFF,15:30:42.932,1009,55842.932556,2024-06-10,15:30:43,55843
512,PUFF_ON,15:30:44.523,0,55844.523499,2024-06-10,15:30:45,55845
513,PUFF_OFF,15:30:45.050,0,55845.05011,2024-06-10,15:30:45,55845
514,TEMPERATURE_ON,15:30:44.523,1008,55844.523499,2024-06-10,15:30:45,55845
515,TEMPERATURE_OFF,15:30:45.050,1009,55845.05011,2024-06-10,15:30:45,55845
516,PUFF_ON,15:30:46.312,0,55846.312363,2024-06-10,15:30:46,55846
517,PUFF_OFF,15:30:47.281,0,55847.281143,2024-06-10,15:30:47,55847
518,TEMPERATURE_ON,15:30:46.312,1009,55846.312363,2024-06-10,15:30:46,55846
519,TEMPERATURE_OFF,15:30:47.281,1009,55847.281143,2024-06-10,15:30:47,55847
520,PUFF_ON,15:30:48.685,0,55848.685928,2024-06-10,15:30:49,55849
521,PUFF_OFF,15:30:49.275,0,55849.27504,2024-06-10,15:30:49,55849
522,TEMPERATURE_ON,15:30:48.685,1008,55848.685928,2024-06-10,15:30:49,55849
523,TEMPERATURE_OFF,15:30:49.275,1009,55849.27504,2024-06-10,15:30:49,55849
524,PUFF_ON,15:30:53.777,0,55853.777252,2024-06-10,15:30:54,55854
525,PUFF_OFF,15:30:54.638,0,55854.638153,2024-06-10,15:30:55,55855
526,TEMPERATURE_ON,15:30:53.777,1004,55853.777252,2024-06-10,15:30:54,55854
527,TEMPERATURE_OFF,15:30:54.638,1009,55854.638153,2024-06-10,15:30:55,55855
528,PUFF_ON,15:30:57.265,0,55857.26593,2024-06-10,15:30:57,55857
529,PUFF_OFF,15:30:57.294,0,55857.294678,2024-06-10,15:30:57,55857
530,TEMPERATURE_ON,15:30:57.265,1006,55857.26593,2024-06-10,15:30:57,55857
531,TEMPERATURE_OFF,15:30:57.294,1009,55857.294678,2024-06-10,15:30:57,55857
532,PUFF_ON,16:47:16.918,0,60436.918762,2024-06-10,16:47:17,60437
533,PUFF_OFF,16:47:17.811,0,60437.81189,2024-06-10,16:47:18,60438
534,TEMPERATURE_ON,16:47:16.918,999,60436.918762,2024-06-10,16:47:17,60437
535,TEMPERATURE_OFF,16:47:17.811,1009,60437.81189,2024-06-10,16:47:18,60438
536,PUFF_ON,16:47:22.260,0,60442.260788,2024-06-10,16:47:22,60442
537,PUFF_OFF,16:47:22.260,0,60442.260788,2024-06-10,16:47:22,60442
538,TEMPERATURE_ON,16:47:22.260,1003,60442.260788,2024-06-10,16:47:22,60442
539,TEMPERATURE_OFF,16:47:22.260,1009,60442.260788,2024-06-10,16:47:22,60442
540,TOUCH_ON,16:47:23.902,0,60443.902328,2024-06-10,16:47:24,60444
541,TOUCH_OFF,16:47:24.297,0,60444.297256,2024-06-10,16:47:24,60444
542,TEMPERATURE_ON,16:47:23.902,1003,60443.902328,2024-06-10,16:47:24,60444
543,TEMPERATURE_OFF,16:47:24.297,1009,60444.297256,2024-06-10,16:47:24,60444
544,PUFF_ON,16:47:25.680,0,60445.680405,2024-06-10,16:47:26,60446
545,PUFF_OFF,16:47:26.666,0,60446.666718,2024-06-10,16:47:27,60447
546,TEMPERATURE_ON,16:47:25.680,1003,60445.680405,2024-06-10,16:47:26,60446
547,TEMPERATURE_OFF,16:47:26.666,1009,60446.666718,2024-06-10,16:47:27,60447
548,TOUCH_ON,16:47:27.546,0,60447.546539,2024-06-10,16:47:28,60448
549,TOUCH_OFF,16:47:30.784,0,60450.784363,2024-06-10,16:47:31,60451
550,TEMPERATURE_ON,16:47:27.546,1003,60447.546539,2024-06-10,16:47:28,60448
551,TEMPERATURE_OFF,16:47:30.784,1009,60450.784363,2024-06-10,16:47:31,60451
552,TOUCH_ON,16:47:32.658,0,60452.658905,2024-06-10,16:47:33,60453
553,TOUCH_OFF,16:47:32.807,0,60452.807846,2024-06-10,16:47:33,60453
554,TEMPERATURE_ON,16:47:32.658,1003,60452.658905,2024-06-10,16:47:33,60453
555,TEMPERATURE_OFF,16:47:32.807,1009,60452.807846,2024-06-10,16:47:33,60453
556,TOUCH_ON,16:47:45.415,0,60465.415512,2024-06-10,16:47:45,60465
557,TOUCH_OFF,16:47:46.056,0,60466.056137,2024-06-10,16:47:46,60466
558,TEMPERATURE_ON,16:47:45.415,1003,60465.415512,2024-06-10,16:47:45,60465
559,TEMPERATURE_OFF,16:47:46.056,1009,60466.056137,2024-06-10,16:47:46,60466
560,PUFF_ON,16:47:47.902,0,60467.902145,2024-06-10,16:47:48,60468
561,PUFF_OFF,16:47:49.030,0,60469.030609,2024-06-10,16:47:49,60469
562,TEMPERATURE_ON,16:47:47.902,1002,60467.902145,2024-06-10,16:47:48,60468
563,TEMPERATURE_OFF,16:47:49.030,1008,60469.030609,2024-06-10,16:47:49,60469
564,TOUCH_ON,16:47:52.264,0,60472.264511,2024-06-10,16:47:52,60472
565,TOUCH_OFF,16:47:58.681,0,60478.681305,2024-06-10,16:47:59,60479
566,TEMPERATURE_ON,16:47:52.264,1002,60472.264511,2024-06-10,16:47:52,60472
567,TEMPERATURE_OFF,16:47:58.681,1008,60478.681305,2024-06-10,16:47:59,60479
568,PUFF_ON,16:48:12.674,0,60492.674545,2024-06-10,16:48:13,60493
569,PUFF_OFF,16:48:13.928,0,60493.92836,2024-06-10,16:48:14,60494
570,TEMPERATURE_ON,16:48:12.674,1002,60492.674545,2024-06-10,16:48:13,60493
571,TEMPERATURE_OFF,16:48:13.928,1009,60493.92836,2024-06-10,16:48:14,60494
572,TOUCH_ON,16:48:14.903,0,60494.903793,2024-06-10,16:48:15,60495
573,TOUCH_OFF,16:48:15.647,0,60495.647507,2024-06-10,16:48:16,60496
574,TEMPERATURE_ON,16:48:14.903,1002,60494.903793,2024-06-10,16:48:15,60495
575,TEMPERATURE_OFF,16:48:15.647,1009,60495.647507,2024-06-10,16:48:16,60496
576,PUFF_ON,18:12:09.139,0,65529.139587,2024-06-10,18:12:09,65529
577,PUFF_OFF,18:12:09.140,0,65529.140839,2024-06-10,18:12:09,65529
578,TEMPERATURE_ON,18:12:09.139,1002,65529.139587,2024-06-10,18:12:09,65529
579,TEMPERATURE_OFF,18:12:09.140,1008,65529.140839,2024-06-10,18:12:09,65529
580,TOUCH_ON,14:02:56.166,0,50576.166992,2024-06-11,14:02:56,50576
581,TOUCH_OFF,14:02:56.664,0,50576.664185,2024-06-11,14:02:57,50577
582,TEMPERATURE_ON,14:02:56.166,1002,50576.166992,2024-06-11,14:02:56,50576
583,TEMPERATURE_OFF,14:02:56.664,1008,50576.664185,2024-06-11,14:02:57,50577
584,PUFF_ON,14:02:57.292,0,50577.292435,2024-06-11,14:02:57,50577
585,PUFF_OFF,14:02:58.283,0,50578.283096,2024-06-11,14:02:58,50578
586,TEMPERATURE_ON,14:02:57.292,1002,50577.292435,2024-06-11,14:02:57,50577
587,TEMPERATURE_OFF,14:02:58.283,1009,50578.283096,2024-06-11,14:02:58,50578
588,PUFF_ON,14:03:01.051,0,50581.051193,2024-06-11,14:03:01,50581
589,PUFF_OFF,14:03:02.150,0,50582.150406,2024-06-11,14:03:02,50582
590,TEMPERATURE_ON,14:03:01.051,1007,50581.051193,2024-06-11,14:03:01,50581
591,TEMPERATURE_OFF,14:03:02.150,1009,50582.150406,2024-06-11,14:03:02,50582
592,PUFF_ON,21:34:17.005,0,77657.005264,2024-06-11,21:34:17,77657
593,PUFF_OFF,21:34:18.025,0,77658.025208,2024-06-11,21:34:18,77658
594,TEMPERATURE_ON,21:34:17.005,1002,77657.005264,2024-06-11,21:34:17,77657
595,TEMPERATURE_OFF,21:34:18.025,1009,77658.025208,2024-06-11,21:34:18,77658
596,TOUCH_ON,21:34:16.181,0,77656.181702,2024-06-11,21:34:16,77656
597,TOUCH_OFF,21:34:20.167,0,77660.167007,2024-06-11,21:34:20,77660
598,TEMPERATURE_ON,21:34:16.181,1002,77656.181702,2024-06-11,21:34:16,77656
599,TEMPERATURE_OFF,21:34:20.167,1009,77660.167007,2024-06-11,21:34:20,77660
600,TOUCH_ON,21:34:20.378,0,77660.378815,2024-06-11,21:34:20,77660
601,TOUCH_OFF,21:34:20.675,0,77660.675949,2024-06-11,21:34:21,77661
602,TEMPERATURE_ON,21:34:20.378,1002,77660.378815,2024-06-11,21:34:20,77660
603,TEMPERATURE_OFF,21:34:20.675,1009,77660.675949,2024-06-11,21:34:21,77661
604,TOUCH_ON,21:34:20.784,0,77660.78476,2024-06-11,21:34:21,77661
605,TOUCH_OFF,21:34:21.386,0,77661.386444,2024-06-11,21:34:21,77661
606,TEMPERATURE_ON,21:34:20.784,1002,77660.78476,2024-06-11,21:34:21,77661
607,TEMPERATURE_OFF,21:34:21.386,1009,77661.386444,2024-06-11,21:34:21,77661
608,TOUCH_ON,21:34:21.782,0,77661.782318,2024-06-11,21:34:22,77662
609,TOUCH_OFF,21:34:24.291,0,77664.291565,2024-06-11,21:34:24,77664
610,TEMPERATURE_ON,21:34:21.782,1002,77661.782318,2024-06-11,21:34:22,77662
611,TEMPERATURE_OFF,21:34:24.291,1009,77664.291565,2024-06-11,21:34:24,77664
