Event,Time,Date
TOUCH_ON,15:39:29.025085,2024-10-08
TOUCH_OFF,15:39:35.645584,2024-10-08
TOUCH_ON,15:39:36.054306,2024-10-08
TOUCH_OFF,15:39:36.167221,2024-10-08
TOUCH_ON,15:39:36.428085,2024-10-08
TOUCH_OFF,15:39:39.030182,2024-10-08
TOUCH_ON,15:40:13.908051,2024-10-08
TOUCH_OFF,15:40:15.43161,2024-10-08
TOUCH_ON,15:40:15.544083,2024-10-08
TOUCH_OFF,15:40:16.521561,2024-10-08
TOUCH_ON,15:40:16.782425,2024-10-08
TOUCH_OFF,15:40:17.000336,2024-10-08
TOUCH_ON,15:40:17.155731,2024-10-08
TOUCH_OFF,15:40:19.506882,2024-10-08
TOUCH_ON,15:41:16.021469,2024-10-08
TOUCH_OFF,15:41:16.134384,2024-10-08
TOUCH_ON,15:47:26.008072,2024-10-08
TOUCH_OFF,15:47:26.268448,2024-10-08
TOUCH_ON,15:47:26.422485,2024-10-08
TOUCH_OFF,15:47:27.28981,2024-10-08
TOUCH_ON,15:47:27.547852,2024-10-08
TOUCH_OFF,15:47:27.806641,2024-10-08
TOUCH_ON,15:47:28.1297,2024-10-08
TOUCH_OFF,15:47:28.389633,2024-10-08
PUFF_ON,15:47:29.05307,2024-10-08
PUFF_OFF,15:47:33.03772,2024-10-08
TOUCH_ON,15:47:28.545029,2024-10-08
TOUCH_OFF,15:47:33.130768,2024-10-08
TOUCH_ON,15:47:34.769089,2024-10-08
TOUCH_OFF,15:47:35.428619,2024-10-08
TOUCH_ON,15:48:47.676758,2024-10-08
TOUCH_OFF,15:48:52.883347,2024-10-08
TOUCH_ON,15:48:53.512268,2024-10-08
TOUCH_OFF,15:48:54.918396,2024-10-08
TOUCH_ON,15:49:18.432098,2024-10-08
TOUCH_OFF,15:49:18.649429,2024-10-08
TOUCH_ON,15:49:18.759964,2024-10-08
TOUCH_OFF,15:49:19.270233,2024-10-08
TOUCH_ON,15:49:19.382278,2024-10-08
TOUCH_OFF,15:49:23.551498,2024-10-08
PUFF_ON,15:49:19.882462,2024-10-08
PUFF_OFF,15:49:23.514862,2024-10-08
TOUCH_ON,15:49:23.810349,2024-10-08
TOUCH_OFF,15:49:24.280136,2024-10-08
TOUCH_ON,15:49:24.391663,2024-10-08
TOUCH_OFF,15:49:26.40126,2024-10-08
TOUCH_ON,16:11:8.018555,2024-10-08
TOUCH_OFF,16:11:8.89061,2024-10-08
TOUCH_ON,16:11:9.299545,2024-10-08
TOUCH_OFF,16:11:9.517563,2024-10-08
TOUCH_ON,16:11:10.135895,2024-10-08
TOUCH_OFF,16:11:11.896988,2024-10-08
TOUCH_ON,16:12:51.406097,2024-10-08
TOUCH_OFF,16:12:51.51889,2024-10-08
TOUCH_ON,16:12:51.884949,2024-10-08
TOUCH_OFF,16:12:52.542267,2024-10-08
TOUCH_ON,16:14:22.422165,2024-10-08
TOUCH_OFF,16:14:22.892334,2024-10-08
TOUCH_ON,16:14:26.15419,2024-10-08
TOUCH_OFF,16:14:26.878479,2024-10-08
TOUCH_ON,16:15:26.380341,2024-10-08
TOUCH_OFF,16:15:26.933228,2024-10-08
TOUCH_ON,16:15:29.287308,2024-10-08
TOUCH_OFF,16:15:34.529724,2024-10-08
TOUCH_ON,16:15:35.253052,2024-10-08
TOUCH_OFF,16:15:35.762619,2024-10-08
TOUCH_ON,16:15:36.022583,2024-10-08
TOUCH_OFF,16:15:46.129974,2024-10-08
TOUCH_ON,16:17:41.652969,2024-10-08
TOUCH_OFF,16:17:41.808762,2024-10-08
TOUCH_ON,16:17:41.921036,2024-10-08
TOUCH_OFF,16:17:42.034088,2024-10-08
TOUCH_ON,16:17:42.146347,2024-10-08
TOUCH_OFF,16:17:42.40683,2024-10-08
TOUCH_ON,16:17:42.665527,2024-10-08
TOUCH_OFF,16:17:47.183228,2024-10-08
TOUCH_ON,16:17:47.54866,2024-10-08
TOUCH_OFF,16:17:47.766479,2024-10-08
TOUCH_ON,16:17:47.891693,2024-10-08
TOUCH_OFF,16:17:47.929596,2024-10-08
TOUCH_ON,16:17:48.250809,2024-10-08
TOUCH_OFF,16:17:57.259628,2024-10-08
TOUCH_ON,16:17:59.76535,2024-10-08
TOUCH_OFF,16:18:17.030396,2024-10-08
TOUCH_ON,16:18:21.016541,2024-10-08
TOUCH_OFF,16:18:21.129669,2024-10-08
TOUCH_ON,16:18:21.28508,2024-10-08
TOUCH_OFF,16:18:27.552689,2024-10-08
TOUCH_ON,16:18:28.785919,2024-10-08
TOUCH_OFF,16:18:29.003525,2024-10-08
TOUCH_ON,16:18:29.51889,2024-10-08
TOUCH_OFF,16:18:35.927383,2024-10-08
TOUCH_ON,16:20:24.521362,2024-10-08
TOUCH_OFF,16:20:25.137436,2024-10-08
TOUCH_ON,16:20:25.398224,2024-10-08
TOUCH_OFF,16:20:26.557144,2024-10-08
TOUCH_ON,16:20:26.880249,2024-10-08
TOUCH_OFF,16:20:27.14122,2024-10-08
PUFF_ON,16:20:27.647873,2024-10-08
PUFF_OFF,16:20:31.298492,2024-10-08
TOUCH_ON,16:20:32.288986,2024-10-08
TOUCH_OFF,16:20:33.056381,2024-10-08
TOUCH_ON,16:20:33.38179,2024-10-08
TOUCH_OFF,16:20:33.642181,2024-10-08
TOUCH_ON,16:20:34.007736,2024-10-08
TOUCH_OFF,16:20:34.163147,2024-10-08
TOUCH_ON,16:20:47.777557,2024-10-08
TOUCH_OFF,16:20:47.933441,2024-10-08
TOUCH_ON,16:20:48.256073,2024-10-08
TOUCH_OFF,16:20:48.412094,2024-10-08
PUFF_ON,16:20:49.647598,2024-10-08
PUFF_OFF,16:20:54.437302,2024-10-08
TOUCH_ON,16:20:48.62944,2024-10-08
TOUCH_OFF,16:20:56.029709,2024-10-08
TOUCH_ON,16:21:59.386978,2024-10-08
TOUCH_OFF,16:21:59.542145,2024-10-08
TOUCH_ON,16:21:59.759689,2024-10-08
TOUCH_OFF,16:22:0.271866,2024-10-08
TOUCH_ON,16:22:1.144852,2024-10-08
TOUCH_OFF,16:22:1.30069,2024-10-08
TOUCH_ON,16:22:1.877686,2024-10-08
TOUCH_OFF,16:22:2.286331,2024-10-08
TOUCH_ON,16:25:5.285172,2024-10-08
TOUCH_OFF,16:25:5.39801,2024-10-08
TOUCH_ON,16:25:7.391724,2024-10-08
TOUCH_OFF,16:25:7.901901,2024-10-08
TOUCH_ON,16:25:8.416443,2024-10-08
TOUCH_OFF,16:25:11.058167,2024-10-08
TOUCH_ON,16:25:11.170349,2024-10-08
TOUCH_OFF,16:25:11.283081,2024-10-08
TOUCH_ON,16:25:11.393799,2024-10-08
TOUCH_OFF,16:25:11.548965,2024-10-08
TOUCH_ON,16:25:12.886826,2024-10-08
TOUCH_OFF,16:25:13.757767,2024-10-08
TOUCH_ON,16:25:14.377518,2024-10-08
TOUCH_OFF,16:25:23.259415,2024-10-08
TOUCH_ON,16:25:24.542587,2024-10-08
TOUCH_OFF,16:25:25.664886,2024-10-08
TOUCH_ON,16:25:26.135071,2024-10-08
TOUCH_OFF,16:25:26.436981,2024-10-08
TOUCH_ON,16:25:30.270416,2024-10-08
TOUCH_OFF,16:25:31.033478,2024-10-08
TOUCH_ON,16:25:31.145203,2024-10-08
TOUCH_OFF,16:25:31.908493,2024-10-08
TOUCH_ON,16:25:32.061966,2024-10-08
TOUCH_OFF,16:25:33.750183,2024-10-08
TOUCH_ON,16:25:34.667084,2024-10-08
TOUCH_OFF,16:25:35.033371,2024-10-08
TOUCH_ON,16:25:42.92981,2024-10-08
TOUCH_OFF,16:25:44.149414,2024-10-08
TOUCH_ON,16:25:44.259415,2024-10-08
TOUCH_OFF,16:25:45.172287,2024-10-08
TOUCH_ON,16:25:45.432953,2024-10-08
TOUCH_OFF,16:25:46.765411,2024-10-08
TOUCH_ON,16:25:47.385468,2024-10-08
TOUCH_OFF,16:26:19.403931,2024-10-08
TOUCH_ON,16:26:19.558685,2024-10-08
TOUCH_OFF,16:26:20.89296,2024-10-08
PUFF_ON,16:26:20.556076,2024-10-08
PUFF_OFF,16:26:23.545563,2024-10-08
TOUCH_ON,16:26:24.773636,2024-10-08
TOUCH_OFF,16:26:53.025848,2024-10-08
TOUCH_ON,16:26:53.181412,2024-10-08
TOUCH_OFF,16:27:14.80986,2024-10-08
TOUCH_ON,16:27:15.280624,2024-10-08
TOUCH_OFF,16:27:19.761459,2024-10-08
TOUCH_ON,16:27:28.502472,2024-10-08
TOUCH_OFF,16:27:29.379181,2024-10-08
PUFF_ON,16:27:28.797256,2024-10-08
PUFF_OFF,16:27:30.923538,2024-10-08
TOUCH_ON,16:27:31.270813,2024-10-08
TOUCH_OFF,16:27:50.053909,2024-10-08
TOUCH_ON,16:27:50.420532,2024-10-08
TOUCH_OFF,16:27:59.784668,2024-10-08
TOUCH_ON,16:28:0.298599,2024-10-08
TOUCH_OFF,16:28:5.015488,2024-10-08
TOUCH_ON,16:28:5.887909,2024-10-08
TOUCH_OFF,16:28:6.042679,2024-10-08
TOUCH_ON,16:28:6.915939,2024-10-08
TOUCH_OFF,16:28:7.176239,2024-10-08
TOUCH_ON,16:28:7.393845,2024-10-08
TOUCH_OFF,16:28:7.506714,2024-10-08
TOUCH_ON,16:28:20.182785,2024-10-08
TOUCH_OFF,16:28:23.308151,2024-10-08
TOUCH_ON,16:28:24.137253,2024-10-08
TOUCH_OFF,16:28:24.40303,2024-10-08
TOUCH_ON,16:28:25.531113,2024-10-08
TOUCH_OFF,16:28:29.300415,2024-10-08
TOUCH_ON,16:28:29.560364,2024-10-08
TOUCH_OFF,16:29:16.801559,2024-10-08
TOUCH_ON,16:29:17.630005,2024-10-08
TOUCH_OFF,16:29:17.784988,2024-10-08
TOUCH_ON,16:29:18.001022,2024-10-08
TOUCH_OFF,16:29:34.504837,2024-10-08
TOUCH_ON,16:29:34.777786,2024-10-08
TOUCH_OFF,16:29:34.933578,2024-10-08
TOUCH_ON,16:29:35.403183,2024-10-08
TOUCH_OFF,16:29:51.271301,2024-10-08
TOUCH_ON,16:29:51.382278,2024-10-08
TOUCH_OFF,16:30:58.286697,2024-10-08
TOUCH_ON,16:30:58.928833,2024-10-08
TOUCH_OFF,16:31:17.136627,2024-10-08
TOUCH_ON,16:31:17.650635,2024-10-08
TOUCH_OFF,16:32:21.877899,2024-10-08
TOUCH_ON,16:32:22.560593,2024-10-08
TOUCH_OFF,16:32:25.015411,2024-10-08
PUFF_ON,16:32:26.660446,2024-10-08
PUFF_OFF,16:32:30.158737,2024-10-08
TOUCH_ON,16:32:25.530319,2024-10-08
TOUCH_OFF,16:32:31.125549,2024-10-08
TOUCH_ON,16:33:34.379486,2024-10-08
TOUCH_OFF,16:33:34.430008,2024-10-08
PUFF_ON,16:33:36.156845,2024-10-08
PUFF_OFF,16:33:38.048141,2024-10-08
TOUCH_ON,16:33:35.131454,2024-10-08
TOUCH_OFF,16:33:38.401825,2024-10-08
TOUCH_ON,16:33:39.402527,2024-10-08
TOUCH_OFF,16:33:39.808899,2024-10-08
TOUCH_ON,16:33:42.523438,2024-10-08
TOUCH_OFF,16:33:42.63649,2024-10-08
TOUCH_ON,16:33:43.044098,2024-10-08
TOUCH_OFF,16:33:43.806442,2024-10-08
TOUCH_ON,16:33:46.266586,2024-10-08
TOUCH_OFF,16:33:46.884171,2024-10-08
TOUCH_ON,16:33:51.016449,2024-10-08
TOUCH_OFF,16:33:51.276031,2024-10-08
PUFF_ON,16:36:57.626984,2024-10-08
PUFF_OFF,16:36:59.887436,2024-10-08
TOUCH_ON,16:36:56.300644,2024-10-08
TOUCH_OFF,16:37:0.875977,2024-10-08
TOUCH_ON,16:40:7.174225,2024-10-08
TOUCH_OFF,16:40:7.642563,2024-10-08
PUFF_ON,16:40:8.664261,2024-10-08
PUFF_OFF,16:40:10.924225,2024-10-08
TOUCH_ON,16:45:4.886063,2024-10-08
TOUCH_OFF,16:45:10.305405,2024-10-08
TOUCH_ON,16:45:10.41806,2024-10-08
TOUCH_OFF,16:45:10.679123,2024-10-08
PUFF_ON,16:45:25.26506,2024-10-08
PUFF_OFF,16:45:26.932846,2024-10-08
TOUCH_ON,16:45:24.396088,2024-10-08
TOUCH_OFF,16:45:27.646759,2024-10-08
TOUCH_ON,16:45:27.906326,2024-10-08
TOUCH_OFF,16:45:28.377274,2024-10-08
TOUCH_ON,16:47:18.126755,2024-10-08
TOUCH_OFF,16:47:18.428436,2024-10-08
PUFF_ON,16:47:19.87674,2024-10-08
PUFF_OFF,16:47:22.255005,2024-10-08
PUFF_ON,16:48:56.51886,2024-10-08
PUFF_OFF,16:48:58.159454,2024-10-08
TOUCH_ON,16:48:55.779358,2024-10-08
TOUCH_OFF,16:48:58.549713,2024-10-08
TOUCH_ON,16:49:8.652435,2024-10-08
TOUCH_OFF,16:49:8.765457,2024-10-08
PUFF_ON,16:51:35.388153,2024-10-08
PUFF_OFF,16:51:37.262192,2024-10-08
TOUCH_ON,16:51:34.145493,2024-10-08
TOUCH_OFF,16:51:37.434647,2024-10-08
TOUCH_ON,16:51:37.545853,2024-10-08
TOUCH_OFF,16:51:38.267929,2024-10-08
TOUCH_ON,16:51:38.529053,2024-10-08
TOUCH_OFF,16:51:40.880066,2024-10-08
TOUCH_ON,16:51:41.035233,2024-10-08
TOUCH_OFF,16:51:41.253616,2024-10-08
TOUCH_ON,16:54:53.808441,2024-10-08
TOUCH_OFF,16:54:54.13179,2024-10-08
TOUCH_ON,16:55:4.500397,2024-10-08
TOUCH_OFF,16:55:4.804382,2024-10-08
TOUCH_ON,16:55:35.794937,2024-10-08
TOUCH_OFF,16:55:35.908066,2024-10-08
TOUCH_ON,16:55:36.020569,2024-10-08
TOUCH_OFF,16:55:36.133713,2024-10-08
TOUCH_ON,16:55:38.786392,2024-10-08
TOUCH_OFF,16:55:39.152664,2024-10-08
TOUCH_ON,16:55:39.413879,2024-10-08
TOUCH_OFF,16:55:40.798141,2024-10-08
TOUCH_ON,16:56:21.678223,2024-10-08
TOUCH_OFF,16:56:22.265228,2024-10-08
PUFF_ON,16:56:22.391312,2024-10-08
PUFF_OFF,16:56:23.778961,2024-10-08
TOUCH_ON,16:56:24.513458,2024-10-08
TOUCH_OFF,16:56:45.021515,2024-10-08
TOUCH_ON,16:56:45.430496,2024-10-08
TOUCH_OFF,16:57:58.166763,2024-10-08
TOUCH_ON,16:57:58.766296,2024-10-08
TOUCH_OFF,16:58:16.779419,2024-10-08
TOUCH_ON,16:58:17.147247,2024-10-08
TOUCH_OFF,16:58:17.302643,2024-10-08
TOUCH_ON,16:58:19.551926,2024-10-08
TOUCH_OFF,16:58:20.378494,2024-10-08
TOUCH_ON,16:58:21.54866,2024-10-08
TOUCH_OFF,16:58:21.766464,2024-10-08
TOUCH_ON,16:58:21.879929,2024-10-08
TOUCH_OFF,16:58:23.505356,2024-10-08
TOUCH_ON,16:58:40.020447,2024-10-08
TOUCH_OFF,16:58:40.280884,2024-10-08
TOUCH_ON,16:58:40.3927,2024-10-08
TOUCH_OFF,16:58:40.653656,2024-10-08
TOUCH_ON,16:58:42.910385,2024-10-08
TOUCH_OFF,16:58:46.02417,2024-10-08
TOUCH_ON,16:58:47.257172,2024-10-08
TOUCH_OFF,16:58:51.048538,2024-10-08
TOUCH_ON,16:58:51.309479,2024-10-08
TOUCH_OFF,16:58:51.422516,2024-10-08
TOUCH_ON,16:58:51.787613,2024-10-08
TOUCH_OFF,16:58:53.270401,2024-10-08
TOUCH_ON,16:58:53.636841,2024-10-08
TOUCH_OFF,16:58:54.257034,2024-10-08
TOUCH_ON,16:59:0.782654,2024-10-08
TOUCH_OFF,16:59:1.295105,2024-10-08
TOUCH_ON,16:59:1.668503,2024-10-08
TOUCH_OFF,16:59:30.788498,2024-10-08
TOUCH_ON,16:59:31.260513,2024-10-08
TOUCH_OFF,16:59:31.62674,2024-10-08
PUFF_ON,16:59:33.302643,2024-10-08
PUFF_OFF,16:59:35.38942,2024-10-08
TOUCH_ON,16:59:31.930969,2024-10-08
TOUCH_OFF,16:59:35.509308,2024-10-08
TOUCH_ON,16:59:35.770172,2024-10-08
TOUCH_OFF,16:59:35.883224,2024-10-08
TOUCH_ON,16:59:36.546143,2024-10-08
TOUCH_OFF,16:59:36.910843,2024-10-08
TOUCH_ON,16:59:37.171951,2024-10-08
TOUCH_OFF,16:59:37.389847,2024-10-08
TOUCH_ON,18:03:21.015549,2024-10-08
TOUCH_OFF,18:03:21.275726,2024-10-08
TOUCH_ON,18:03:21.53627,2024-10-08
TOUCH_OFF,18:03:21.756943,2024-10-08
PUFF_ON,18:03:24.422104,2024-10-08
PUFF_OFF,18:03:27.910889,2024-10-08
TOUCH_ON,18:03:23.179153,2024-10-08
TOUCH_OFF,18:03:28.272812,2024-10-08
TOUCH_ON,18:03:28.637268,2024-10-08
TOUCH_OFF,18:03:29.297089,2024-10-08
TOUCH_ON,18:03:30.022141,2024-10-08
TOUCH_OFF,18:03:41.130508,2024-10-08
TOUCH_ON,18:03:41.687164,2024-10-08
TOUCH_OFF,18:03:42.303452,2024-10-08
PUFF_ON,18:03:51.392914,2024-10-08
PUFF_OFF,18:03:54.041473,2024-10-08
TOUCH_ON,18:03:42.414093,2024-10-08
TOUCH_OFF,18:03:54.148132,2024-10-08
TOUCH_ON,18:03:54.513596,2024-10-08
TOUCH_OFF,18:03:56.678223,2024-10-08
TOUCH_ON,18:03:56.789124,2024-10-08
TOUCH_OFF,18:03:57.050064,2024-10-08
TOUCH_ON,18:05:41.768677,2024-10-08
TOUCH_OFF,18:05:42.132385,2024-10-08
TOUCH_ON,18:05:42.752029,2024-10-08
TOUCH_OFF,18:05:46.676102,2024-10-08
TOUCH_ON,18:05:49.029037,2024-10-08
TOUCH_OFF,18:05:50.260651,2024-10-08
TOUCH_ON,18:06:17.754257,2024-10-08
TOUCH_OFF,18:06:18.163376,2024-10-08
TOUCH_ON,18:06:18.529678,2024-10-08
TOUCH_OFF,18:06:18.642593,2024-10-08
PUFF_ON,18:06:19.272888,2024-10-08
PUFF_OFF,18:06:19.562393,2024-10-08
TOUCH_ON,18:06:18.902786,2024-10-08
TOUCH_OFF,18:06:19.625214,2024-10-08
PUFF_ON,18:06:19.757233,2024-10-08
PUFF_OFF,18:06:21.4086,2024-10-08
TOUCH_ON,18:06:21.663132,2024-10-08
TOUCH_OFF,18:06:23.398041,2024-10-08
TOUCH_ON,18:06:45.508286,2024-10-08
TOUCH_OFF,18:06:45.558838,2024-10-08
TOUCH_ON,18:06:53.306763,2024-10-08
TOUCH_OFF,18:06:53.4198,2024-10-08
TOUCH_ON,18:06:53.680923,2024-10-08
TOUCH_OFF,18:06:55.558365,2024-10-08
TOUCH_ON,18:06:56.538712,2024-10-08
TOUCH_OFF,18:06:57.008301,2024-10-08
TOUCH_ON,18:06:58.549698,2024-10-08
TOUCH_OFF,18:06:58.810379,2024-10-08
PUFF_ON,18:06:59.794449,2024-10-08
PUFF_OFF,18:07:1.185852,2024-10-08
TOUCH_ON,18:06:58.921478,2024-10-08
TOUCH_OFF,18:07:1.546173,2024-10-08
TOUCH_ON,18:07:2.016357,2024-10-08
TOUCH_OFF,18:08:39.758591,2024-10-08
TOUCH_ON,18:08:45.806305,2024-10-08
TOUCH_OFF,18:08:46.024506,2024-10-08
TOUCH_ON,18:08:46.141678,2024-10-08
TOUCH_OFF,18:08:46.397202,2024-10-08
PUFF_ON,18:08:47.008224,2024-10-08
PUFF_OFF,18:08:48.922546,2024-10-08
TOUCH_ON,18:08:49.407745,2024-10-08
TOUCH_OFF,18:08:49.520767,2024-10-08
TOUCH_ON,18:08:49.675903,2024-10-08
TOUCH_OFF,18:08:50.147491,2024-10-08
TOUCH_ON,18:08:52.796356,2024-10-08
TOUCH_OFF,18:08:53.057175,2024-10-08
TOUCH_ON,18:09:21.140121,2024-10-08
TOUCH_OFF,18:09:21.253189,2024-10-08
TOUCH_ON,18:09:21.555771,2024-10-08
TOUCH_OFF,18:09:22.895813,2024-10-08
PUFF_ON,18:09:22.513687,2024-10-08
PUFF_OFF,18:09:24.310486,2024-10-08
TOUCH_ON,18:09:24.383301,2024-10-08
TOUCH_OFF,18:09:24.539215,2024-10-08
TOUCH_ON,18:09:24.65152,2024-10-08
TOUCH_OFF,18:09:24.764572,2024-10-08
TOUCH_ON,18:11:1.275879,2024-10-08
TOUCH_OFF,18:11:1.536636,2024-10-08
TOUCH_ON,18:11:1.649216,2024-10-08
TOUCH_OFF,18:11:2.308838,2024-10-08
TOUCH_ON,18:11:2.526733,2024-10-08
TOUCH_OFF,18:11:2.787582,2024-10-08
PUFF_ON,18:11:4.178497,2024-10-08
PUFF_OFF,18:11:5.80304,2024-10-08
TOUCH_ON,18:11:3.259232,2024-10-08
TOUCH_OFF,18:11:5.901718,2024-10-08
TOUCH_ON,18:14:52.179535,2024-10-08
TOUCH_OFF,18:15:12.031891,2024-10-08
TOUCH_ON,18:15:18.049011,2024-10-08
TOUCH_OFF,18:15:52.757736,2024-10-08
TOUCH_ON,18:15:55.273285,2024-10-08
TOUCH_OFF,18:15:55.680817,2024-10-08
TOUCH_ON,18:15:56.51181,2024-10-08
TOUCH_OFF,18:15:58.896698,2024-10-08
PUFF_ON,18:15:57.809921,2024-10-08
PUFF_OFF,18:15:59.919083,2024-10-08
TOUCH_ON,18:15:59.157761,2024-10-08
TOUCH_OFF,18:16:0.031937,2024-10-08
TOUCH_ON,18:16:0.398575,2024-10-08
TOUCH_OFF,18:16:0.805832,2024-10-08
TOUCH_ON,18:16:29.258652,2024-10-08
TOUCH_OFF,18:16:29.309082,2024-10-08
PUFF_ON,18:16:35.312347,2024-10-08
PUFF_OFF,18:16:36.751068,2024-10-08
TOUCH_ON,18:16:33.90715,2024-10-08
TOUCH_OFF,18:16:37.150391,2024-10-08
TOUCH_ON,18:16:37.411133,2024-10-08
TOUCH_OFF,18:16:37.671585,2024-10-08
TOUCH_ON,18:17:36.384872,2024-10-08
TOUCH_OFF,18:17:51.432098,2024-10-08
TOUCH_ON,18:17:52.263214,2024-10-08
TOUCH_OFF,18:17:52.92569,2024-10-08
TOUCH_ON,18:17:53.143768,2024-10-08
TOUCH_OFF,18:17:55.133804,2024-10-08
TOUCH_ON,18:17:55.64856,2024-10-08
TOUCH_OFF,18:17:55.804184,2024-10-08
PUFF_ON,18:17:59.680603,2024-10-08
PUFF_OFF,18:18:1.518539,2024-10-08
TOUCH_ON,18:17:56.12735,2024-10-08
TOUCH_OFF,18:18:1.92247,2024-10-08
TOUCH_ON,18:18:2.034607,2024-10-08
TOUCH_OFF,18:18:15.682907,2024-10-08
TOUCH_ON,18:18:15.795456,2024-10-08
TOUCH_OFF,18:18:15.908463,2024-10-08
TOUCH_ON,18:18:16.020157,2024-10-08
TOUCH_OFF,18:18:16.428207,2024-10-08
TOUCH_ON,18:18:16.540894,2024-10-08
TOUCH_OFF,18:18:16.653854,2024-10-08
TOUCH_ON,18:18:16.76622,2024-10-08
TOUCH_OFF,18:18:16.921738,2024-10-08
TOUCH_ON,18:18:17.033829,2024-10-08
TOUCH_OFF,18:18:24.554962,2024-10-08
TOUCH_ON,18:18:24.877426,2024-10-08
TOUCH_OFF,18:18:25.138184,2024-10-08
TOUCH_ON,18:18:30.545456,2024-10-08
TOUCH_OFF,18:18:30.763412,2024-10-08
TOUCH_ON,18:18:31.935349,2024-10-08
TOUCH_OFF,18:18:48.9216,2024-10-08
TOUCH_ON,18:18:49.182816,2024-10-08
TOUCH_OFF,18:18:51.129654,2024-10-08
PUFF_ON,18:18:51.252579,2024-10-08
PUFF_OFF,18:18:52.521698,2024-10-08
TOUCH_ON,18:18:53.379379,2024-10-08
TOUCH_OFF,18:20:3.398941,2024-10-08
TOUCH_ON,18:20:4.303925,2024-10-08
TOUCH_OFF,18:20:5.165894,2024-10-08
TOUCH_ON,18:20:14.423859,2024-10-08
TOUCH_OFF,18:20:14.785263,2024-10-08
TOUCH_ON,18:20:20.159073,2024-10-08
TOUCH_OFF,18:20:23.291504,2024-10-08
TOUCH_ON,18:21:16.531143,2024-10-08
TOUCH_OFF,18:21:17.146652,2024-10-08
TOUCH_ON,18:21:17.682953,2024-10-08
TOUCH_OFF,18:21:18.153778,2024-10-08
PUFF_ON,18:21:19.001312,2024-10-08
PUFF_OFF,18:21:20.433868,2024-10-08
TOUCH_ON,18:21:21.165894,2024-10-08
TOUCH_OFF,18:21:21.425629,2024-10-08
TOUCH_ON,18:21:21.536102,2024-10-08
TOUCH_OFF,18:21:26.012833,2024-10-08
TOUCH_ON,18:21:29.638535,2024-10-08
TOUCH_OFF,18:21:33.548004,2024-10-08
TOUCH_ON,18:22:29.406479,2024-10-08
TOUCH_OFF,18:22:30.418961,2024-10-08
PUFF_ON,18:22:31.298004,2024-10-08
PUFF_OFF,18:22:32.910294,2024-10-08
TOUCH_ON,18:22:33.386734,2024-10-08
TOUCH_OFF,18:22:43.27243,2024-10-08
TOUCH_ON,18:23:52.171005,2024-10-08
TOUCH_OFF,18:23:53.291016,2024-10-08
TOUCH_ON,18:23:56.302429,2024-10-08
TOUCH_OFF,18:23:56.520798,2024-10-08
TOUCH_ON,18:23:56.633194,2024-10-08
TOUCH_OFF,18:23:56.788925,2024-10-08
PUFF_ON,18:23:58.261948,2024-10-08
PUFF_OFF,18:23:59.435944,2024-10-08
TOUCH_ON,18:24:0.166519,2024-10-08
TOUCH_OFF,18:24:0.279556,2024-10-08
TOUCH_ON,18:24:0.794693,2024-10-08
TOUCH_OFF,18:24:20.376114,2024-10-08
TOUCH_ON,18:24:21.145157,2024-10-08
TOUCH_OFF,18:24:21.258011,2024-10-08
TOUCH_ON,18:24:37.158829,2024-10-08
TOUCH_OFF,18:25:11.261353,2024-10-08
TOUCH_ON,18:25:14.166702,2024-10-08
TOUCH_OFF,18:28:1.668686,2024-10-08
TOUCH_ON,18:28:2.309509,2024-10-08
TOUCH_OFF,18:28:2.778885,2024-10-08
TOUCH_ON,18:28:2.93425,2024-10-08
TOUCH_OFF,18:28:4.26683,2024-10-08
PUFF_ON,18:28:3.425797,2024-10-08
PUFF_OFF,18:28:5.012238,2024-10-08
TOUCH_ON,18:28:5.034943,2024-10-08
TOUCH_OFF,18:28:5.147964,2024-10-08
TOUCH_ON,18:28:5.302032,2024-10-08
TOUCH_OFF,18:28:13.129761,2024-10-08
TOUCH_ON,18:28:13.431671,2024-10-08
TOUCH_OFF,18:28:31.805283,2024-10-08
TOUCH_ON,18:28:33.14418,2024-10-08
TOUCH_OFF,18:28:33.404053,2024-10-08
TOUCH_ON,18:29:10.545853,2024-10-08
TOUCH_OFF,18:29:10.76384,2024-10-08
TOUCH_ON,18:29:11.637283,2024-10-08
TOUCH_OFF,18:29:11.750305,2024-10-08
TOUCH_ON,18:29:16.75058,2024-10-08
TOUCH_OFF,18:29:17.876129,2024-10-08
TOUCH_ON,18:29:19.003738,2024-10-08
TOUCH_OFF,18:29:23.635971,2024-10-08
TOUCH_ON,18:29:23.896835,2024-10-08
TOUCH_OFF,18:29:24.522461,2024-10-08
PUFF_ON,18:29:25.546204,2024-10-08
PUFF_OFF,18:29:27.13269,2024-10-08
PUFF_ON,18:31:35.134125,2024-10-08
PUFF_OFF,18:31:36.756012,2024-10-08
TOUCH_ON,18:31:33.681992,2024-10-08
TOUCH_OFF,18:31:37.392548,2024-10-08
TOUCH_ON,18:31:37.904892,2024-10-08
TOUCH_OFF,18:34:49.512207,2024-10-08
PUFF_ON,18:34:51.436752,2024-10-08
PUFF_OFF,18:34:53.022766,2024-10-08
TOUCH_ON,18:34:50.150208,2024-10-08
TOUCH_OFF,18:34:53.139572,2024-10-08
TOUCH_ON,18:34:53.653107,2024-10-08
TOUCH_OFF,18:34:54.165863,2024-10-08
TOUCH_ON,18:35:6.786987,2024-10-08
