Event,Time,Date
TOUCH_ON,14:54:36.152832,2024-10-09
TOUCH_OFF,14:54:36.265762,2024-10-09
TOUCH_ON,14:54:36.420105,2024-10-09
TOUCH_OFF,14:54:36.533035,2024-10-09
PUFF_ON,14:54:37.52858,2024-10-09
PUFF_OFF,14:54:37.52858,2024-10-09
TOUCH_ON,14:54:47.79483,2024-10-09
TOUCH_OFF,14:54:48.015427,2024-10-09
TOUCH_ON,14:54:49.799622,2024-10-09
TOUCH_OFF,14:54:50.060486,2024-10-09
TOUCH_ON,16:55:1.157181,2024-10-09
TOUCH_OFF,16:55:2.176117,2024-10-09
TOUCH_ON,16:55:2.393631,2024-10-09
TOUCH_OFF,16:55:2.758957,2024-10-09
PUFF_ON,16:55:11.04425,2024-10-09
PUFF_OFF,16:55:11.04425,2024-10-09
TOUCH_ON,16:55:12.018951,2024-10-09
TOUCH_OFF,16:55:32.300842,2024-10-09
TOUCH_ON,16:55:38.271912,2024-10-09
TOUCH_OFF,16:55:38.384766,2024-10-09
PUFF_ON,16:55:39.649658,2024-10-09
PUFF_OFF,16:55:39.650253,2024-10-09
TOUCH_ON,16:55:43.274155,2024-10-09
TOUCH_OFF,16:56:12.126907,2024-10-09
TOUCH_ON,16:56:14.266861,2024-10-09
TOUCH_OFF,16:56:14.527496,2024-10-09
TOUCH_ON,16:56:14.639603,2024-10-09
TOUCH_OFF,16:56:15.004593,2024-10-09
TOUCH_ON,16:56:15.262604,2024-10-09
TOUCH_OFF,16:58:28.432587,2024-10-09
TOUCH_ON,16:58:29.285919,2024-10-09
TOUCH_OFF,16:58:29.398819,2024-10-09
TOUCH_ON,16:58:29.807098,2024-10-09
TOUCH_OFF,16:58:30.42308,2024-10-09
TOUCH_ON,16:59:2.177841,2024-10-09
TOUCH_OFF,16:59:8.268433,2024-10-09
PUFF_ON,16:59:11.934158,2024-10-09
PUFF_OFF,16:59:11.934158,2024-10-09
TOUCH_ON,16:59:8.677032,2024-10-09
TOUCH_OFF,16:59:15.013443,2024-10-09
TOUCH_ON,16:59:17.518738,2024-10-09
TOUCH_OFF,16:59:30.910385,2024-10-09
TOUCH_ON,16:59:36.266479,2024-10-09
TOUCH_OFF,16:59:37.436081,2024-10-09
TOUCH_ON,16:59:56.910049,2024-10-09
TOUCH_OFF,16:59:58.786423,2024-10-09
TOUCH_ON,17:00:59.668198,2024-10-09
TOUCH_OFF,17:01:0.138412,2024-10-09
PUFF_ON,17:01:2.251129,2024-10-09
PUFF_OFF,17:01:2.251129,2024-10-09
TOUCH_ON,17:01:1.011581,2024-10-09
TOUCH_OFF,17:01:2.382019,2024-10-09
TOUCH_ON,17:01:2.537384,2024-10-09
TOUCH_OFF,17:01:2.798294,2024-10-09
TOUCH_ON,17:01:5.045425,2024-10-09
TOUCH_OFF,17:01:5.55867,2024-10-09
TOUCH_ON,17:04:40.138809,2024-10-09
TOUCH_OFF,17:04:40.293961,2024-10-09
TOUCH_ON,17:04:41.928802,2024-10-09
TOUCH_OFF,17:04:42.29454,2024-10-09
TOUCH_ON,17:04:42.808899,2024-10-09
TOUCH_OFF,17:04:43.638626,2024-10-09
PUFF_ON,17:05:15.51152,2024-10-09
PUFF_OFF,17:05:15.51152,2024-10-09
TOUCH_ON,17:08:30.505859,2024-10-09
TOUCH_OFF,17:08:31.26918,2024-10-09
PUFF_ON,17:08:31.770584,2024-10-09
PUFF_OFF,17:08:31.770584,2024-10-09
TOUCH_ON,17:08:31.678345,2024-10-09
TOUCH_OFF,17:08:32.149826,2024-10-09
TOUCH_ON,17:08:34.293228,2024-10-09
TOUCH_OFF,17:08:34.406265,2024-10-09
TOUCH_ON,17:08:34.518845,2024-10-09
TOUCH_OFF,17:08:34.674454,2024-10-09
TOUCH_ON,17:08:34.786194,2024-10-09
TOUCH_OFF,17:08:34.8992,2024-10-09
TOUCH_ON,17:12:45.377502,2024-10-09
TOUCH_OFF,17:12:45.679443,2024-10-09
TOUCH_ON,17:12:46.001511,2024-10-09
TOUCH_OFF,17:12:46.15715,2024-10-09
PUFF_ON,17:12:47.158768,2024-10-09
PUFF_OFF,17:12:47.158768,2024-10-09
TOUCH_ON,17:12:46.417969,2024-10-09
TOUCH_OFF,17:12:47.39444,2024-10-09
TOUCH_ON,17:12:50.000656,2024-10-09
TOUCH_OFF,17:12:50.050934,2024-10-09
TOUCH_ON,17:12:50.416229,2024-10-09
TOUCH_OFF,17:12:50.529037,2024-10-09
TOUCH_ON,17:15:9.676315,2024-10-09
TOUCH_OFF,17:15:10.549164,2024-10-09
TOUCH_ON,17:15:10.915543,2024-10-09
TOUCH_OFF,17:15:22.532745,2024-10-09
TOUCH_ON,17:16:42.158875,2024-10-09
TOUCH_OFF,17:16:42.933975,2024-10-09
TOUCH_ON,17:19:52.891678,2024-10-09
TOUCH_OFF,17:19:53.152573,2024-10-09
TOUCH_ON,17:19:53.876663,2024-10-09
TOUCH_OFF,17:19:54.136353,2024-10-09
PUFF_ON,17:19:54.628113,2024-10-09
PUFF_OFF,17:19:54.628113,2024-10-09
TOUCH_ON,17:19:54.29158,2024-10-09
TOUCH_OFF,17:19:55.014847,2024-10-09
TOUCH_ON,17:19:57.261139,2024-10-09
TOUCH_OFF,17:19:58.674896,2024-10-09
TOUCH_ON,17:19:59.040329,2024-10-09
TOUCH_OFF,17:20:9.892105,2024-10-09
PUFF_ON,17:22:2.268433,2024-10-09
PUFF_OFF,17:22:2.268433,2024-10-09
TOUCH_ON,17:22:1.262238,2024-10-09
TOUCH_OFF,17:22:2.427841,2024-10-09
TOUCH_ON,17:22:4.633942,2024-10-09
TOUCH_OFF,17:22:4.789749,2024-10-09
TOUCH_ON,17:22:48.540543,2024-10-09
TOUCH_OFF,17:22:48.906219,2024-10-09
TOUCH_ON,17:22:52.676819,2024-10-09
TOUCH_OFF,17:22:52.894897,2024-10-09
TOUCH_ON,17:23:8.169189,2024-10-09
TOUCH_OFF,17:23:8.387482,2024-10-09
TOUCH_ON,17:23:57.683319,2024-10-09
TOUCH_OFF,17:23:57.901398,2024-10-09
TOUCH_ON,17:24:9.921326,2024-10-09
TOUCH_OFF,17:24:10.03421,2024-10-09
TOUCH_ON,17:24:46.809402,2024-10-09
TOUCH_OFF,17:24:46.922287,2024-10-09
TOUCH_ON,17:24:47.034637,2024-10-09
TOUCH_OFF,17:24:47.507599,2024-10-09
TOUCH_ON,17:24:48.426498,2024-10-09
TOUCH_OFF,17:24:48.539474,2024-10-09
TOUCH_ON,17:24:48.798737,2024-10-09
TOUCH_OFF,17:24:52.178833,2024-10-09
PUFF_ON,17:24:54.546524,2024-10-09
PUFF_OFF,17:24:54.546524,2024-10-09
TOUCH_ON,17:24:52.50209,2024-10-09
TOUCH_OFF,17:24:57.05307,2024-10-09
TOUCH_ON,17:24:58.180511,2024-10-09
TOUCH_OFF,17:25:2.003708,2024-10-09
TOUCH_ON,17:25:20.649994,2024-10-09
TOUCH_OFF,17:25:20.909897,2024-10-09
TOUCH_ON,17:25:38.646744,2024-10-09
TOUCH_OFF,17:25:38.759872,2024-10-09
TOUCH_ON,17:25:39.422882,2024-10-09
TOUCH_OFF,17:25:39.78923,2024-10-09
TOUCH_ON,17:25:39.901703,2024-10-09
TOUCH_OFF,17:25:40.162781,2024-10-09
TOUCH_ON,17:25:40.634827,2024-10-09
TOUCH_OFF,17:25:41.802139,2024-10-09
TOUCH_ON,17:25:42.272629,2024-10-09
TOUCH_OFF,17:25:43.179962,2024-10-09
TOUCH_ON,17:25:44.879059,2024-10-09
TOUCH_OFF,17:25:44.929688,2024-10-09
TOUCH_ON,17:25:45.293945,2024-10-09
TOUCH_OFF,17:25:45.910599,2024-10-09
TOUCH_ON,17:25:47.185944,2024-10-09
TOUCH_OFF,17:25:47.404358,2024-10-09
TOUCH_ON,17:25:49.505722,2024-10-09
TOUCH_OFF,17:25:52.046753,2024-10-09
TOUCH_ON,17:25:52.159317,2024-10-09
TOUCH_OFF,17:25:52.52533,2024-10-09
TOUCH_ON,17:26:8.929825,2024-10-09
TOUCH_OFF,17:26:9.042694,2024-10-09
PUFF_ON,17:26:10.403595,2024-10-09
PUFF_OFF,17:26:10.403595,2024-10-09
TOUCH_ON,17:26:9.260468,2024-10-09
TOUCH_OFF,17:26:12.282059,2024-10-09
TOUCH_ON,17:26:15.292847,2024-10-09
TOUCH_OFF,17:26:15.405807,2024-10-09
TOUCH_ON,17:28:13.132202,2024-10-09
TOUCH_OFF,17:28:13.687332,2024-10-09
PUFF_ON,17:28:14.791809,2024-10-09
PUFF_OFF,17:28:14.791809,2024-10-09
TOUCH_ON,17:28:13.90535,2024-10-09
TOUCH_OFF,17:28:38.801361,2024-10-09
TOUCH_ON,17:28:39.06105,2024-10-09
TOUCH_OFF,17:28:40.788651,2024-10-09
TOUCH_ON,17:28:41.00412,2024-10-09
TOUCH_OFF,17:28:41.304871,2024-10-09
TOUCH_ON,17:28:41.417114,2024-10-09
TOUCH_OFF,17:29:23.525116,2024-10-09
PUFF_ON,17:29:25.012543,2024-10-09
PUFF_OFF,17:29:25.012543,2024-10-09
TOUCH_ON,17:29:24.039795,2024-10-09
TOUCH_OFF,17:29:27.407455,2024-10-09
TOUCH_ON,17:29:39.50119,2024-10-09
TOUCH_OFF,17:29:40.058624,2024-10-09
TOUCH_ON,17:29:40.89032,2024-10-09
TOUCH_OFF,17:29:42.060944,2024-10-09
TOUCH_ON,17:29:47.524124,2024-10-09
TOUCH_OFF,17:29:57.922394,2024-10-09
TOUCH_ON,17:29:59.517075,2024-10-09
TOUCH_OFF,17:30:15.379028,2024-10-09
TOUCH_ON,17:30:15.894257,2024-10-09
TOUCH_OFF,17:30:17.379074,2024-10-09
TOUCH_ON,17:30:39.182495,2024-10-09
TOUCH_OFF,17:30:39.505463,2024-10-09
TOUCH_ON,17:30:40.020248,2024-10-09
TOUCH_OFF,17:30:40.17572,2024-10-09
TOUCH_ON,17:30:57.40657,2024-10-09
TOUCH_OFF,17:31:7.392258,2024-10-09
TOUCH_ON,17:31:7.652969,2024-10-09
TOUCH_OFF,17:31:8.166656,2024-10-09
PUFF_ON,17:31:9.653488,2024-10-09
PUFF_OFF,17:31:9.653488,2024-10-09
TOUCH_ON,17:31:10.171707,2024-10-09
TOUCH_OFF,17:31:10.284683,2024-10-09
TOUCH_ON,17:31:11.773575,2024-10-09
TOUCH_OFF,17:31:12.393616,2024-10-09
TOUCH_ON,17:31:12.549408,2024-10-09
TOUCH_OFF,17:31:20.259048,2024-10-09
TOUCH_ON,17:34:24.005966,2024-10-09
TOUCH_OFF,17:34:24.674179,2024-10-09
PUFF_ON,17:34:25.039032,2024-10-09
PUFF_OFF,17:34:25.039032,2024-10-09
TOUCH_ON,17:34:27.282745,2024-10-09
TOUCH_OFF,17:34:38.889343,2024-10-09
TOUCH_ON,17:38:52.515961,2024-10-09
TOUCH_OFF,17:38:53.028625,2024-10-09
PUFF_ON,17:38:53.659317,2024-10-09
PUFF_OFF,17:38:53.659317,2024-10-09
TOUCH_ON,17:38:53.183182,2024-10-09
TOUCH_OFF,17:38:55.377045,2024-10-09
TOUCH_ON,17:41:23.78186,2024-10-09
TOUCH_OFF,17:41:24.042908,2024-10-09
PUFF_ON,17:41:24.772903,2024-10-09
PUFF_OFF,17:41:24.772903,2024-10-09
TOUCH_ON,17:41:27.305862,2024-10-09
TOUCH_OFF,17:41:28.389572,2024-10-09
TOUCH_ON,17:41:45.185425,2024-10-09
TOUCH_OFF,17:42:4.937149,2024-10-09
TOUCH_ON,17:42:5.049591,2024-10-09
TOUCH_OFF,17:42:5.415756,2024-10-09
TOUCH_ON,17:42:5.528366,2024-10-09
TOUCH_OFF,17:42:5.684402,2024-10-09
TOUCH_ON,17:44:38.306046,2024-10-09
TOUCH_OFF,17:44:38.419037,2024-10-09
TOUCH_ON,17:44:38.679794,2024-10-09
TOUCH_OFF,17:44:38.792603,2024-10-09
TOUCH_ON,17:44:38.90506,2024-10-09
TOUCH_OFF,17:44:39.166107,2024-10-09
PUFF_ON,17:44:40.527145,2024-10-09
PUFF_OFF,17:44:40.527145,2024-10-09
TOUCH_ON,17:44:39.78595,2024-10-09
TOUCH_OFF,17:44:43.541565,2024-10-09
TOUCH_ON,17:45:39.519913,2024-10-09
TOUCH_OFF,17:45:39.632904,2024-10-09
TOUCH_ON,17:46:44.627335,2024-10-09
TOUCH_OFF,17:46:44.888168,2024-10-09
TOUCH_ON,17:46:46.05777,2024-10-09
TOUCH_OFF,17:46:59.533585,2024-10-09
TOUCH_ON,17:47:0.005417,2024-10-09
TOUCH_OFF,17:47:0.26619,2024-10-09
TOUCH_ON,17:47:1.288834,2024-10-09
TOUCH_OFF,17:47:3.639755,2024-10-09
TOUCH_ON,17:47:5.021835,2024-10-09
TOUCH_OFF,17:47:5.134628,2024-10-09
PUFF_ON,17:47:20.909576,2024-10-09
PUFF_OFF,17:47:20.909576,2024-10-09
TOUCH_ON,17:47:20.416809,2024-10-09
TOUCH_OFF,17:47:23.176926,2024-10-09
TOUCH_ON,17:47:59.533417,2024-10-09
TOUCH_OFF,17:48:0.042526,2024-10-09
TOUCH_ON,17:48:0.155136,2024-10-09
TOUCH_OFF,17:48:0.416092,2024-10-09
TOUCH_ON,17:48:0.677078,2024-10-09
TOUCH_OFF,17:48:1.148865,2024-10-09
PUFF_ON,17:49:30.500824,2024-10-09
PUFF_OFF,17:49:30.500824,2024-10-09
TOUCH_ON,17:49:29.13002,2024-10-09
TOUCH_OFF,17:49:32.671936,2024-10-09
PUFF_ON,17:55:12.311676,2024-10-09
PUFF_OFF,17:55:12.311676,2024-10-09
PUFF_ON,18:01:55.759033,2024-10-09
PUFF_OFF,18:01:55.759033,2024-10-09
TOUCH_ON,18:01:55.036453,2024-10-09
TOUCH_OFF,18:01:58.054642,2024-10-09
TOUCH_ON,18:08:36.791168,2024-10-09
TOUCH_OFF,18:08:37.009171,2024-10-09
PUFF_ON,18:08:37.78244,2024-10-09
PUFF_OFF,18:08:37.78244,2024-10-09
TOUCH_ON,18:08:39.551453,2024-10-09
TOUCH_OFF,18:08:40.019592,2024-10-09
PUFF_ON,18:14:27.38269,2024-10-09
PUFF_OFF,18:14:27.38269,2024-10-09
TOUCH_ON,18:16:6.051132,2024-10-09
TOUCH_OFF,18:16:6.31163,2024-10-09
PUFF_ON,18:16:6.258804,2024-10-09
PUFF_OFF,18:16:6.258804,2024-10-09
TOUCH_ON,18:16:7.648544,2024-10-09
TOUCH_OFF,18:16:8.15863,2024-10-09
TOUCH_ON,18:21:25.273514,2024-10-09
TOUCH_OFF,18:21:25.42868,2024-10-09
PUFF_ON,18:21:26.009262,2024-10-09
PUFF_OFF,18:21:26.009262,2024-10-09
TOUCH_ON,18:21:27.528244,2024-10-09
TOUCH_OFF,18:21:27.893188,2024-10-09
PUFF_ON,18:24:25.132767,2024-10-09
PUFF_OFF,18:24:25.132767,2024-10-09
PUFF_ON,18:29:38.764786,2024-10-09
PUFF_OFF,18:29:38.764786,2024-10-09
TOUCH_ON,18:29:38.161774,2024-10-09
TOUCH_OFF,18:29:38.928711,2024-10-09
TOUCH_ON,18:29:39.5056,2024-10-09
TOUCH_OFF,18:29:39.809219,2024-10-09
TOUCH_ON,18:29:40.278931,2024-10-09
TOUCH_OFF,18:29:40.643936,2024-10-09
TOUCH_ON,18:39:4.276245,2024-10-09
TOUCH_OFF,18:39:4.431381,2024-10-09
PUFF_ON,18:39:5.050797,2024-10-09
PUFF_OFF,18:39:5.050797,2024-10-09
TOUCH_ON,18:39:5.917206,2024-10-09
TOUCH_OFF,18:39:7.250061,2024-10-09
TOUCH_ON,18:39:50.779373,2024-10-09
TOUCH_OFF,18:39:50.892258,2024-10-09
TOUCH_ON,18:39:52.018494,2024-10-09
TOUCH_OFF,18:39:52.278915,2024-10-09
TOUCH_ON,18:39:56.769608,2024-10-09
TOUCH_OFF,18:39:56.882568,2024-10-09
TOUCH_ON,18:39:57.290024,2024-10-09
TOUCH_OFF,18:39:57.757675,2024-10-09
TOUCH_ON,18:39:57.912735,2024-10-09
TOUCH_OFF,18:39:58.382736,2024-10-09
PUFF_ON,18:40:0.540787,2024-10-09
PUFF_OFF,18:40:0.540787,2024-10-09
TOUCH_ON,18:39:58.685257,2024-10-09
TOUCH_OFF,18:40:2.308533,2024-10-09
TOUCH_ON,19:00:46.511459,2024-10-09
TOUCH_OFF,19:01:8.181885,2024-10-09
TOUCH_ON,19:01:8.510925,2024-10-09
TOUCH_OFF,19:01:8.665878,2024-10-09
TOUCH_ON,19:01:9.391312,2024-10-09
TOUCH_OFF,19:01:12.028931,2024-10-09
TOUCH_ON,19:01:12.289795,2024-10-09
TOUCH_OFF,19:01:12.550735,2024-10-09
TOUCH_ON,19:01:12.768524,2024-10-09
TOUCH_OFF,19:01:12.924042,2024-10-09
PUFF_ON,19:01:14.392807,2024-10-09
PUFF_OFF,19:01:14.392807,2024-10-09
TOUCH_ON,19:01:13.28981,2024-10-09
TOUCH_OFF,19:01:19.182144,2024-10-09
TOUCH_ON,19:01:19.400284,2024-10-09
TOUCH_OFF,19:01:20.061111,2024-10-09
TOUCH_ON,19:01:22.923233,2024-10-09
TOUCH_OFF,19:01:23.812485,2024-10-09
TOUCH_ON,19:01:24.264389,2024-10-09
TOUCH_OFF,19:01:29.796432,2024-10-09
TOUCH_ON,19:01:30.670349,2024-10-09
TOUCH_OFF,19:01:31.403091,2024-10-09
TOUCH_ON,19:01:31.515533,2024-10-09
TOUCH_OFF,19:01:32.030182,2024-10-09
TOUCH_ON,19:01:32.141312,2024-10-09
TOUCH_OFF,19:01:40.424454,2024-10-09
TOUCH_ON,19:01:57.187195,2024-10-09
TOUCH_OFF,19:01:57.553238,2024-10-09
PUFF_ON,19:01:58.186935,2024-10-09
PUFF_OFF,19:01:58.186935,2024-10-09
TOUCH_ON,19:02:0.054901,2024-10-09
TOUCH_OFF,19:02:0.631317,2024-10-09
TOUCH_ON,19:02:2.160294,2024-10-09
TOUCH_OFF,19:02:6.912537,2024-10-09
TOUCH_ON,19:02:37.524963,2024-10-09
TOUCH_OFF,19:02:37.637894,2024-10-09
TOUCH_ON,19:02:37.791016,2024-10-09
TOUCH_OFF,19:02:43.181183,2024-10-09
TOUCH_ON,19:02:43.397003,2024-10-09
TOUCH_OFF,19:02:54.296921,2024-10-09
TOUCH_ON,19:02:54.513855,2024-10-09
TOUCH_OFF,19:02:55.026749,2024-10-09
PUFF_ON,19:02:56.383942,2024-10-09
PUFF_OFF,19:02:56.383942,2024-10-09
TOUCH_ON,19:02:56.0495,2024-10-09
TOUCH_OFF,19:02:57.637955,2024-10-09
TOUCH_ON,19:02:57.793472,2024-10-09
TOUCH_OFF,19:02:58.159805,2024-10-09
TOUCH_ON,19:02:58.631744,2024-10-09
TOUCH_OFF,19:03:0.553116,2024-10-09
TOUCH_ON,19:03:0.664597,2024-10-09
TOUCH_OFF,19:03:0.882538,2024-10-09
TOUCH_ON,19:03:1.036819,2024-10-09
TOUCH_OFF,19:03:15.552551,2024-10-09
TOUCH_ON,19:03:15.769653,2024-10-09
TOUCH_OFF,19:03:17.683441,2024-10-09
TOUCH_ON,19:03:18.768936,2024-10-09
TOUCH_OFF,19:03:18.924637,2024-10-09
TOUCH_ON,19:03:19.396301,2024-10-09
TOUCH_OFF,19:03:19.804108,2024-10-09
TOUCH_ON,19:03:20.274765,2024-10-09
TOUCH_OFF,19:03:20.387726,2024-10-09
TOUCH_ON,19:03:33.685272,2024-10-09
TOUCH_OFF,19:03:34.515427,2024-10-09
TOUCH_ON,19:03:38.647034,2024-10-09
TOUCH_OFF,19:03:43.014572,2024-10-09
TOUCH_ON,19:03:43.381195,2024-10-09
TOUCH_OFF,19:03:43.685013,2024-10-09
TOUCH_ON,19:03:43.79718,2024-10-09
TOUCH_OFF,19:03:44.015244,2024-10-09
TOUCH_ON,19:03:44.275391,2024-10-09
TOUCH_OFF,19:03:45.038773,2024-10-09
PUFF_ON,19:03:45.642487,2024-10-09
PUFF_OFF,19:03:45.642487,2024-10-09
TOUCH_ON,19:03:51.920624,2024-10-09
TOUCH_OFF,19:03:52.285217,2024-10-09
PUFF_ON,19:12:43.016739,2024-10-09
PUFF_OFF,19:12:43.016739,2024-10-09
TOUCH_ON,19:12:42.254028,2024-10-09
TOUCH_OFF,19:12:46.048859,2024-10-09
TOUCH_ON,19:12:46.15889,2024-10-09
TOUCH_OFF,19:12:46.377151,2024-10-09
PUFF_ON,19:18:42.896362,2024-10-09
PUFF_OFF,19:18:42.896362,2024-10-09
TOUCH_ON,19:18:42.160202,2024-10-09
TOUCH_OFF,19:18:43.278915,2024-10-09
TOUCH_ON,19:18:45.018967,2024-10-09
TOUCH_OFF,19:18:45.173996,2024-10-09
TOUCH_ON,19:25:35.805023,2024-10-09
TOUCH_OFF,19:25:36.170654,2024-10-09
PUFF_ON,19:25:37.66925,2024-10-09
PUFF_OFF,19:25:37.66925,2024-10-09
TOUCH_ON,19:25:37.403564,2024-10-09
TOUCH_OFF,19:25:37.812241,2024-10-09
TOUCH_ON,19:25:40.270615,2024-10-09
TOUCH_OFF,19:25:40.383499,2024-10-09
TOUCH_ON,19:26:2.174728,2024-10-09
TOUCH_OFF,19:26:2.287521,2024-10-09
TOUCH_ON,19:26:2.653336,2024-10-09
TOUCH_OFF,19:26:3.164871,2024-10-09
PUFF_ON,19:26:3.140839,2024-10-09
PUFF_OFF,19:26:3.140839,2024-10-09
TOUCH_ON,19:26:5.412003,2024-10-09
TOUCH_OFF,19:26:5.630096,2024-10-09
TOUCH_ON,19:31:11.805206,2024-10-09
TOUCH_OFF,19:31:12.272766,2024-10-09
TOUCH_ON,19:31:12.532913,2024-10-09
TOUCH_OFF,19:31:12.898178,2024-10-09
PUFF_ON,19:31:13.011978,2024-10-09
PUFF_OFF,19:31:13.011978,2024-10-09
TOUCH_ON,19:31:15.251068,2024-10-09
TOUCH_OFF,19:31:15.301468,2024-10-09
TOUCH_ON,19:33:45.54686,2024-10-09
TOUCH_OFF,19:33:46.382065,2024-10-09
TOUCH_ON,19:33:48.629669,2024-10-09
TOUCH_OFF,19:33:48.680038,2024-10-09
TOUCH_ON,19:40:38.286453,2024-10-09
TOUCH_OFF,19:40:38.504623,2024-10-09
TOUCH_ON,19:40:39.167435,2024-10-09
TOUCH_OFF,19:40:39.384933,2024-10-09
PUFF_ON,19:40:39.935867,2024-10-09
PUFF_OFF,19:40:39.935867,2024-10-09
TOUCH_ON,19:40:41.67453,2024-10-09
TOUCH_OFF,19:40:42.501022,2024-10-09
TOUCH_ON,19:40:42.656052,2024-10-09
TOUCH_OFF,19:40:42.769012,2024-10-09
PUFF_ON,19:47:17.186874,2024-10-09
PUFF_OFF,19:47:17.186874,2024-10-09
TOUCH_ON,19:51:49.796356,2024-10-09
TOUCH_OFF,19:51:50.056976,2024-10-09
PUFF_ON,19:51:51.253525,2024-10-09
PUFF_OFF,19:51:51.253525,2024-10-09
TOUCH_ON,19:55:32.011902,2024-10-09
TOUCH_OFF,19:55:32.271408,2024-10-09
TOUCH_ON,19:55:32.426773,2024-10-09
TOUCH_OFF,19:55:32.539505,2024-10-09
PUFF_ON,19:55:32.68367,2024-10-09
PUFF_OFF,19:55:32.68367,2024-10-09
TOUCH_ON,19:55:35.294067,2024-10-09
TOUCH_OFF,19:55:35.406952,2024-10-09
TOUCH_ON,20:01:17.54184,2024-10-09
TOUCH_OFF,20:01:17.760101,2024-10-09
PUFF_ON,20:01:18.901337,2024-10-09
PUFF_OFF,20:01:18.901337,2024-10-09
TOUCH_ON,20:01:18.061554,2024-10-09
TOUCH_OFF,20:01:19.181335,2024-10-09
TOUCH_ON,20:01:20.66629,2024-10-09
TOUCH_OFF,20:01:20.779037,2024-10-09
TOUCH_ON,20:04:56.919281,2024-10-09
TOUCH_OFF,20:04:57.283066,2024-10-09
PUFF_ON,20:04:58.281631,2024-10-09
PUFF_OFF,20:04:58.281631,2024-10-09
TOUCH_ON,20:04:57.795853,2024-10-09
TOUCH_OFF,20:04:58.811905,2024-10-09
TOUCH_ON,20:04:59.685471,2024-10-09
TOUCH_OFF,20:05:0.30304,2024-10-09
TOUCH_ON,20:05:37.421997,2024-10-09
TOUCH_OFF,20:05:37.68187,2024-10-09
PUFF_ON,20:05:38.406799,2024-10-09
PUFF_OFF,20:05:38.406799,2024-10-09
TOUCH_ON,20:05:38.914276,2024-10-09
TOUCH_OFF,20:05:40.289017,2024-10-09
TOUCH_ON,20:06:52.922653,2024-10-09
TOUCH_OFF,20:06:53.288559,2024-10-09
PUFF_ON,20:06:54.01532,2024-10-09
PUFF_OFF,20:06:54.01532,2024-10-09
TOUCH_ON,20:06:53.65451,2024-10-09
TOUCH_OFF,20:06:54.167694,2024-10-09
PUFF_ON,20:10:58.882858,2024-10-09
PUFF_OFF,20:10:58.882858,2024-10-09
TOUCH_ON,20:10:58.039169,2024-10-09
TOUCH_OFF,20:10:59.056595,2024-10-09
TOUCH_ON,20:13:16.537445,2024-10-09
TOUCH_OFF,20:13:16.798233,2024-10-09
PUFF_ON,20:13:17.521805,2024-10-09
PUFF_OFF,20:13:17.521805,2024-10-09
TOUCH_ON,20:13:19.551468,2024-10-09
TOUCH_OFF,20:13:19.664337,2024-10-09
PUFF_ON,20:13:49.186554,2024-10-09
PUFF_OFF,20:13:49.186554,2024-10-09
TOUCH_ON,20:13:48.027802,2024-10-09
TOUCH_OFF,20:13:49.404953,2024-10-09
TOUCH_ON,20:13:49.517502,2024-10-09
TOUCH_OFF,20:13:49.778152,2024-10-09
TOUCH_ON,20:13:51.306641,2024-10-09
TOUCH_OFF,20:13:51.524078,2024-10-09
TOUCH_ON,20:14:16.013214,2024-10-09
TOUCH_OFF,20:14:17.311981,2024-10-09
PUFF_ON,20:14:17.933365,2024-10-09
PUFF_OFF,20:14:17.933365,2024-10-09
TOUCH_ON,20:14:19.664856,2024-10-09
TOUCH_OFF,20:14:20.280228,2024-10-09
TOUCH_ON,20:15:27.429688,2024-10-09
TOUCH_OFF,20:15:27.795074,2024-10-09
TOUCH_ON,20:16:34.14563,2024-10-09
TOUCH_OFF,20:16:35.159592,2024-10-09
PUFF_ON,20:16:37.676071,2024-10-09
PUFF_OFF,20:16:37.676071,2024-10-09
TOUCH_ON,20:16:36.752182,2024-10-09
TOUCH_OFF,20:16:40.131088,2024-10-09
TOUCH_ON,20:16:40.286575,2024-10-09
TOUCH_OFF,20:16:45.886169,2024-10-09
TOUCH_ON,20:16:46.549042,2024-10-09
TOUCH_OFF,20:16:46.767105,2024-10-09
TOUCH_ON,20:16:46.886978,2024-10-09
TOUCH_OFF,20:16:52.640366,2024-10-09
TOUCH_ON,20:16:52.764328,2024-10-09
TOUCH_OFF,20:16:58.414795,2024-10-09
TOUCH_ON,20:16:59.288696,2024-10-09
TOUCH_OFF,20:17:0.876114,2024-10-09
TOUCH_ON,20:17:1.39064,2024-10-09
TOUCH_OFF,20:17:3.023819,2024-10-09
PUFF_ON,20:17:5.025085,2024-10-09
PUFF_OFF,20:17:5.025085,2024-10-09
TOUCH_ON,20:17:3.537735,2024-10-09
TOUCH_OFF,20:17:7.885056,2024-10-09
TOUCH_ON,20:17:8.547882,2024-10-09
TOUCH_OFF,20:17:8.766144,2024-10-09
TOUCH_ON,20:17:9.026703,2024-10-09
TOUCH_OFF,20:17:9.182419,2024-10-09
TOUCH_ON,20:17:9.548965,2024-10-09
TOUCH_OFF,20:17:12.271469,2024-10-09
TOUCH_ON,20:17:41.669785,2024-10-09
TOUCH_OFF,20:17:42.033615,2024-10-09
PUFF_ON,20:17:43.667557,2024-10-09
PUFF_OFF,20:17:43.667557,2024-10-09
TOUCH_ON,20:17:47.39032,2024-10-09
TOUCH_OFF,20:17:47.503204,2024-10-09
TOUCH_ON,20:17:47.658371,2024-10-09
